,ODO % sat_chesa,ODO mg/L_chesa,Temp °C_chesa,SpCond µS/cm_chesa,Turbidity NTU_chesa,pH_chesa,ORP mV_chesa,Depth m_chesa,ODO % sat_charl,ODO mg/L_charl,Temp °C_charl,SpCond µS/cm_charl,Turbidity NTU_charl,pH_charl,ORP mV_charl,Depth m_charl,Discharge,Gage height
2018-02-05 06:00:00,121.95,16.193333333333335,2.671666666666667,188.96666666666667,11.015,6.4383333333333335,357.4833333333333,1.0,104.73333333333333,5.405,2.9133333333333336,175.58333333333334,5.963333333333334,6.539999999999999,218.36666666666665,1.0,16900.0,18.80416666666667
2018-02-05 12:00:00,119.0,15.828333333333335,2.6149999999999998,185.26666666666665,10.153333333333334,6.443333333333334,356.3333333333333,1.0,103.91666666666667,5.45,2.68,174.04999999999998,5.841666666666668,6.531666666666666,220.46666666666667,1.0,21520.833333333332,19.285833333333333
2018-02-05 18:00:00,119.15000000000002,15.846666666666666,2.6149999999999998,196.75,9.648333333333333,6.425,360.75,1.0,105.81666666666668,5.668333333333333,2.6833333333333336,171.01666666666665,6.166666666666667,6.640000000000001,223.35000000000002,1.0,21262.5,19.086250000000003
2018-02-06 00:00:00,121.06666666666666,16.165000000000003,2.4633333333333334,200.91666666666666,9.703333333333333,6.435,360.75,1.0,105.75,5.72,2.688333333333333,169.63333333333333,6.281666666666666,6.531666666666666,219.76666666666668,1.0,21712.5,19.275000000000002
2018-02-06 06:00:00,120.18333333333334,16.066666666666666,2.4216666666666664,199.16666666666666,8.958333333333332,6.405,358.65000000000003,1.0,104.06666666666666,5.516666666666667,2.466666666666667,173.45000000000002,6.216666666666666,6.478333333333333,222.0,1.0,22316.666666666668,19.17291666666667
2018-02-06 12:00:00,119.53333333333332,16.05333333333333,2.251666666666667,193.98333333333332,9.521666666666667,6.3566666666666665,354.4166666666667,1.0,105.35000000000001,5.423333333333335,2.316666666666667,178.20000000000002,6.138333333333333,6.471666666666668,221.4666666666666,1.0,25537.5,19.565833333333334
2018-02-06 18:00:00,122.33333333333336,16.313333333333333,2.5250000000000004,186.46666666666667,9.813333333333333,6.4383333333333335,353.18333333333334,1.0,105.95,5.551666666666666,2.4116666666666666,175.25,6.775000000000001,6.495000000000001,221.95000000000002,1.0,24733.333333333332,19.357083333333335
2018-02-07 00:00:00,122.16666666666667,16.215,2.6933333333333334,182.23333333333335,9.541666666666668,6.425,350.98333333333335,1.0,105.51666666666665,5.751666666666666,2.32,169.95000000000002,7.416666666666667,6.426666666666666,223.4333333333333,1.0,25104.166666666668,19.52083333333334
2018-02-07 06:00:00,122.63333333333333,16.361666666666665,2.501666666666667,198.1,9.751666666666667,6.368333333333333,350.18333333333334,1.0,106.88333333333333,6.053333333333334,2.516666666666667,163.46666666666667,7.965,6.441666666666667,222.65,1.0,24054.166666666668,19.37958333333334
2018-02-07 12:00:00,123.76666666666665,16.495,2.5366666666666666,210.6833333333333,11.323333333333332,6.391666666666667,347.75,1.0,106.61666666666667,5.785,2.6783333333333332,169.15,9.068333333333333,6.445,222.65,1.0,23912.5,19.460833333333337
2018-02-07 18:00:00,123.66666666666667,16.401666666666667,2.7116666666666673,205.7833333333333,15.763333333333334,6.436666666666667,350.95,1.0,107.3,5.251666666666667,2.6333333333333333,184.08333333333334,10.031666666666666,6.451666666666667,223.46666666666667,1.0,27908.333333333332,19.892083333333325
2018-02-08 00:00:00,122.38333333333333,16.168333333333333,2.865,201.08333333333334,24.351666666666663,6.4383333333333335,351.63333333333327,1.0,107.89999999999999,4.995,2.566666666666667,192.08333333333334,11.176666666666668,6.423333333333335,224.5833333333333,1.0,33891.666666666664,20.325833333333335
2018-02-08 06:00:00,121.46666666666668,15.995,2.9883333333333333,201.0,31.935000000000002,6.486666666666667,335.9166666666667,1.0,107.46666666666668,5.34,2.565,182.26666666666665,20.14666666666667,6.406666666666666,224.89999999999998,1.0,43912.5,21.32333333333333
2018-02-08 12:00:00,122.38333333333334,16.10833333333333,2.9949999999999997,194.53333333333333,34.39666666666667,6.45,330.26666666666665,1.0,106.89999999999999,5.441666666666667,2.748333333333333,178.16666666666666,31.096666666666664,6.453333333333333,224.88333333333333,1.0,50066.666666666664,22.161666666666665
2018-02-08 18:00:00,125.2,16.328333333333333,3.35,184.04999999999998,37.06166666666667,6.448333333333334,348.23333333333335,1.0,107.8,5.653333333333333,2.94,173.10000000000002,31.926666666666666,6.501666666666666,227.5,1.0,53045.833333333336,22.5525
2018-02-09 00:00:00,126.85000000000001,16.531666666666663,3.3683333333333336,169.43333333333337,54.776666666666664,6.38,357.75,1.0,109.58333333333333,6.098333333333333,3.181666666666667,163.58333333333334,44.19833333333333,6.4383333333333335,227.58333333333334,1.0,59812.5,23.343749999999996
2018-02-09 06:00:00,127.18333333333334,16.638333333333335,3.2266666666666666,158.53333333333333,72.44,6.343333333333334,360.79999999999995,1.0,110.81666666666666,6.713333333333334,3.221666666666667,150.41666666666666,55.09166666666667,6.385000000000001,228.85000000000002,1.0,62583.333333333336,23.975416666666664
