Date (MM/DD/YYYY),Time (HH:MM:SS),Site Name,ODO % sat,ODO mg/L,Temp °C,SpCond µS/cm,Turbidity NTU,pH,ORP mV,Depth m
03/02/18,21:00:01,Chesapeake,115.8,12.96,9.43,172.1,17.69,7.01,410.4,1
03/02/18,22:00:01,Chesapeake,115.9,12.99,9.34,172.3,18.3,7.01,410.5,1
03/02/18,23:00:01,Chesapeake,115.8,13,9.28,173.1,16.58,7.01,410.8,1
03/03/18,0:00:01,Chesapeake,116.1,13.05,9.24,173.7,16.1,7,410.9,1
03/03/18,1:00:01,Chesapeake,116.2,13.08,9.18,173.8,14.9,7,411.2,1
03/03/18,2:00:01,Chesapeake,116.5,13.12,9.15,173.9,15.11,7,411.1,1
03/03/18,3:00:01,Chesapeake,116.6,13.15,9.09,174.3,15.53,7,411.6,1
03/03/18,4:00:01,Chesapeake,116.7,13.19,9.01,175.1,15.63,6.99,411.9,1
03/03/18,5:00:01,Chesapeake,117,13.24,8.93,175.3,13.52,6.99,411.9,1
03/03/18,6:00:01,Chesapeake,117,13.27,8.86,175.8,14.71,6.98,412.4,1
03/03/18,7:00:01,Chesapeake,117,13.3,8.79,174.9,13.78,6.97,413.2,1
03/03/18,8:00:01,Chesapeake,117.2,13.33,8.74,174.3,13.9,6.97,413.8,1
03/03/18,9:00:01,Chesapeake,117.6,13.39,8.71,173.4,13.72,7.04,413.5,1
03/03/18,10:00:01,Chesapeake,118,13.42,8.74,172.9,13.77,7.06,413.5,1
03/03/18,11:00:01,Chesapeake,118.3,13.45,8.77,172.3,14.1,7.04,413.1,1
03/03/18,12:00:01,Chesapeake,118.8,13.48,8.83,171.8,14.54,7.03,412,1
03/03/18,13:00:01,Chesapeake,119.1,13.5,8.88,171.3,14.33,7.02,411.4,1
03/03/18,14:00:01,Chesapeake,119.5,13.53,8.92,171.5,13.97,7.01,410.9,1
03/03/18,15:00:01,Chesapeake,119.6,13.53,8.95,171.5,14.78,7.01,411.1,1
03/03/18,16:00:01,Chesapeake,119.7,13.56,8.92,170.8,13.78,7,410.5,1
03/03/18,17:00:01,Chesapeake,119.7,13.58,8.87,169.4,13.77,7,410.7,1
03/03/18,18:00:01,Chesapeake,119.7,13.59,8.81,170.1,13.69,6.99,411.3,1
03/03/18,19:00:01,Chesapeake,119.7,13.62,8.72,170.5,13.34,6.98,412,1
03/03/18,20:00:01,Chesapeake,119.7,13.64,8.66,170.8,12.15,6.97,412.7,1
03/03/18,21:00:01,Chesapeake,119.8,13.66,8.62,172.1,11.51,6.97,413.7,1
03/03/18,22:00:01,Chesapeake,119.9,13.69,8.56,173.1,12.82,6.95,414.1,1
03/03/18,23:00:01,Chesapeake,120.2,13.75,8.51,173,12.68,6.96,413.6,1
03/04/18,0:00:01,Chesapeake,120.4,13.79,8.45,172.2,12.31,6.94,414.6,1
03/04/18,1:00:01,Chesapeake,120.5,13.83,8.36,172.9,11.36,6.94,415.1,1
03/04/18,2:00:01,Chesapeake,120.5,13.86,8.3,173.1,11.66,6.93,415.2,1
03/04/18,3:00:01,Chesapeake,120.4,13.88,8.2,173.4,11.78,6.93,415.8,1
03/04/18,4:00:01,Chesapeake,120.4,13.91,8.11,174.1,12.32,6.92,415.8,1
03/04/18,5:00:01,Chesapeake,120.3,13.92,8.03,174.6,12,6.91,416.3,1
03/04/18,6:00:01,Chesapeake,120.3,13.95,7.95,174.2,11.04,6.9,416.6,1
03/04/18,7:00:01,Chesapeake,120.3,13.97,7.88,174.7,11.89,6.9,416.5,1
03/04/18,8:00:01,Chesapeake,120.6,14.02,7.83,174.3,12.3,6.9,416.3,1
03/04/18,9:00:01,Chesapeake,120.9,14.06,7.82,173,11.87,6.98,415.5,1
03/04/18,10:00:01,Chesapeake,121.2,14.08,7.87,173,12.69,7.01,414.5,1
03/04/18,11:00:01,Chesapeake,121.4,14.09,7.89,172.9,12.73,7,413.4,1
03/04/18,12:00:01,Chesapeake,121.7,14.11,7.96,173,11.83,6.99,412.1,1
03/04/18,13:00:01,Chesapeake,121.9,14.11,8.02,172.6,12.91,6.98,411.1,1
03/04/18,14:00:01,Chesapeake,122,14.1,8.09,172.9,11.67,6.97,410.5,1
03/04/18,15:00:01,Chesapeake,122,14.09,8.11,172.9,12.56,6.97,409.9,1
03/04/18,16:00:01,Chesapeake,122.1,14.1,8.1,173.4,12.06,6.97,409.8,1
03/04/18,17:00:01,Chesapeake,122,14.1,8.09,175.2,11.67,6.97,410.7,1
03/04/18,18:00:01,Chesapeake,121.9,14.1,8.05,174.8,12.18,6.96,411.6,1
03/04/18,19:00:01,Chesapeake,122,14.14,7.97,171.4,12.97,6.94,412.7,1
03/04/18,20:00:01,Chesapeake,122.1,14.17,7.92,171.3,13.53,6.93,413.5,1
03/04/18,21:00:01,Chesapeake,122,14.16,7.89,172.5,11.71,6.93,414,1
03/04/18,22:00:01,Chesapeake,121.9,14.17,7.87,173.9,13.42,6.92,414.2,1
03/04/18,23:00:01,Chesapeake,122.1,14.19,7.85,175.1,12.19,6.92,414.3,1
03/05/18,0:00:01,Chesapeake,122,14.19,7.82,175.5,12.54,6.92,414.3,1
03/05/18,1:00:01,Chesapeake,121.8,14.18,7.79,174.7,12.26,6.91,414.4,1
03/05/18,2:00:01,Chesapeake,121.8,14.2,7.72,174.3,11.29,6.91,414.6,1
03/05/18,3:00:01,Chesapeake,121.6,14.19,7.67,174.6,11.74,6.9,415.2,1
03/05/18,4:00:01,Chesapeake,121.4,14.2,7.61,175.4,11.35,6.9,415.5,1
03/05/18,5:00:01,Chesapeake,121.3,14.2,7.56,175.9,11.39,6.89,416.6,1
03/05/18,6:00:01,Chesapeake,121.2,14.21,7.51,176,11.94,6.88,417.4,1
03/05/18,7:00:01,Chesapeake,121.1,14.21,7.47,176.1,11.92,6.88,417.3,1
03/05/18,8:00:01,Chesapeake,121.2,14.23,7.43,176.3,11.7,6.89,417.2,1
03/05/18,9:00:01,Chesapeake,121.3,14.24,7.45,175,11.48,6.96,415.6,1
03/05/18,10:00:01,Chesapeake,121.8,14.28,7.5,174.4,12.52,6.98,414.6,1
03/05/18,11:00:01,Chesapeake,122,14.28,7.58,172.9,12.29,6.98,413.7,1
03/05/18,12:00:01,Chesapeake,122.3,14.28,7.66,173,11.11,6.96,413.3,1
03/05/18,13:00:01,Chesapeake,122.4,14.27,7.71,174.7,11.5,6.97,412.6,1
03/05/18,14:00:01,Chesapeake,122.6,14.27,7.78,175.3,12,6.97,411.6,1
03/05/18,15:00:01,Chesapeake,122.5,14.26,7.79,174.9,11.8,6.96,411.2,1
03/05/18,16:00:01,Chesapeake,122.4,14.23,7.83,175.6,11.95,6.97,410,1
03/05/18,17:00:01,Chesapeake,122.2,14.21,7.84,176.4,11.25,6.97,409.5,1
03/05/18,18:00:01,Chesapeake,122,14.19,7.82,175.9,11.45,6.97,409.9,1
03/05/18,19:00:01,Chesapeake,121.7,14.17,7.79,176.3,12.27,6.96,410.1,1
03/05/18,20:00:01,Chesapeake,121.4,14.14,7.75,176.3,11.79,6.95,410.7,1
03/05/18,21:00:01,Chesapeake,121.1,14.13,7.72,178.1,11.74,6.94,411.3,1
03/05/18,22:00:01,Chesapeake,121,14.12,7.7,178.9,10.94,6.93,411.8,1
03/05/18,23:00:01,Chesapeake,121,14.13,7.67,178.4,10.42,6.92,414.1,1
03/06/18,0:00:01,Chesapeake,121.1,14.14,7.65,178.6,10.77,6.92,414.3,1
03/06/18,1:00:01,Chesapeake,121,14.14,7.63,178.8,11.47,6.91,415.4,1
03/06/18,2:00:01,Chesapeake,121,14.15,7.61,178.9,10.91,6.91,415.2,1
03/06/18,3:00:01,Chesapeake,120.8,14.14,7.59,178.8,11.37,6.91,415.3,1
03/06/18,4:00:01,Chesapeake,120.7,14.13,7.55,179.4,11.37,6.91,415.7,1
03/06/18,5:00:01,Chesapeake,120.5,14.13,7.52,180.2,11.2,6.9,416.3,1
03/06/18,6:00:01,Chesapeake,120.4,14.11,7.5,181.6,11.01,6.9,416.5,1
03/06/18,7:00:01,Chesapeake,120.3,14.12,7.46,182.1,11.37,6.9,416.4,1
03/06/18,8:00:01,Chesapeake,120.2,14.11,7.44,183.8,11.44,6.89,416.3,1
03/06/18,9:00:01,Chesapeake,120.2,14.12,7.42,184.2,11.3,6.89,416,1
03/06/18,10:00:01,Chesapeake,120.2,14.12,7.41,184.7,11.32,6.9,415.8,1
03/06/18,11:00:01,Chesapeake,120.2,14.13,7.41,186.1,11.94,6.9,415.2,1
03/06/18,12:00:01,Chesapeake,120.5,14.16,7.42,183.1,11.81,6.9,414.9,1
03/06/18,13:00:01,Chesapeake,120.7,14.17,7.45,184.8,11.42,6.92,414,1
03/06/18,14:00:01,Chesapeake,120.8,14.17,7.47,185.1,10.5,6.92,413.3,1
03/06/18,15:00:01,Chesapeake,120.9,14.18,7.49,187.1,11.24,6.94,412.2,1
03/06/18,16:00:01,Chesapeake,121,14.18,7.52,189,11.6,6.95,408.9,1
03/06/18,17:00:01,Chesapeake,121.1,14.18,7.54,192.1,12.06,6.96,407.7,1
03/06/18,18:00:01,Chesapeake,120.9,14.17,7.52,189.8,11.1,6.96,409,1
03/06/18,19:00:01,Chesapeake,120.8,14.16,7.5,190,10.59,6.95,411,1
03/06/18,20:00:01,Chesapeake,120.5,14.13,7.49,193.3,10.25,6.94,415.3,1
03/06/18,21:00:01,Chesapeake,120.4,14.13,7.44,189,10.4,6.94,416.4,1
03/06/18,22:00:01,Chesapeake,120.1,14.11,7.42,190.8,10.31,6.93,416.8,1
03/06/18,23:00:01,Chesapeake,119.8,14.08,7.39,190.2,10.28,6.92,417.2,1
03/07/18,0:00:01,Chesapeake,119.5,14.06,7.35,190.1,10.81,6.92,418,1
03/07/18,1:00:01,Chesapeake,119.4,14.06,7.31,189.2,10.68,6.91,418.3,1
03/07/18,2:00:01,Chesapeake,119.3,14.06,7.28,188.3,10.12,6.92,415,1
03/07/18,3:00:01,Chesapeake,119,14.03,7.26,190.5,10.69,6.91,414.9,1
03/07/18,4:00:01,Chesapeake,118.9,14.03,7.25,189.1,10.36,6.9,414.9,1
03/07/18,5:00:01,Chesapeake,118.7,14.01,7.24,189,10.6,6.9,414.3,1
03/07/18,6:00:01,Chesapeake,118.7,14.01,7.23,187.8,10.46,6.9,414.4,1
03/07/18,7:00:01,Chesapeake,118.6,13.99,7.24,188.3,9.64,6.9,414.9,1
03/07/18,8:00:01,Chesapeake,118.4,13.97,7.24,186.5,10.53,6.9,414.8,1
03/07/18,9:00:01,Chesapeake,118,13.93,7.22,186.9,10.89,6.9,414.5,1
03/07/18,10:00:01,Chesapeake,117.8,13.9,7.23,186.5,9.77,6.91,413.7,1
03/07/18,11:00:01,Chesapeake,117.5,13.87,7.23,187.2,10.22,6.91,413.4,1
03/07/18,12:00:01,Chesapeake,117.2,13.84,7.22,188.1,10.31,6.92,412.7,1
03/07/18,13:00:01,Chesapeake,117.6,13.86,7.28,187.2,9.95,6.92,414.5,1
03/07/18,14:00:01,Chesapeake,117.4,13.84,7.27,186.9,10.63,6.92,415.9,1
03/07/18,15:00:01,Chesapeake,117.5,13.86,7.26,185.2,9.51,6.91,417.4,1
03/07/18,16:00:01,Chesapeake,117.6,13.87,7.26,184.8,10.55,6.91,418.8,1
03/07/18,17:00:01,Chesapeake,117.7,13.89,7.24,185.5,10.17,6.92,414.4,1
03/07/18,18:00:01,Chesapeake,117.9,13.92,7.21,186.4,9.46,6.93,412.6,1
03/07/18,19:00:01,Chesapeake,117.8,13.92,7.17,187.6,10.69,6.93,411,1
03/07/18,20:00:01,Chesapeake,117.7,13.93,7.13,186.7,9.4,6.93,410.1,1
03/07/18,21:00:01,Chesapeake,117.7,13.94,7.1,187.4,9.02,6.92,411.5,1
03/07/18,22:00:01,Chesapeake,117.6,13.94,7.05,187.9,9.28,6.92,410.2,1
03/07/18,23:00:01,Chesapeake,117.2,13.92,6.98,187.3,9.72,6.91,409.9,1
03/08/18,0:00:01,Chesapeake,117.2,13.93,6.95,187,9.26,6.9,412.8,1
03/08/18,1:00:01,Chesapeake,117,13.91,6.92,187.7,9.3,6.88,416.5,1
03/08/18,2:00:01,Chesapeake,116.8,13.91,6.89,187.3,9.27,6.88,418,1
03/08/18,3:00:01,Chesapeake,116.6,13.9,6.82,188.8,8.98,6.88,416.7,1
03/08/18,4:00:01,Chesapeake,116.6,13.91,6.8,189.3,9.9,6.88,416.2,1
03/08/18,5:00:01,Chesapeake,116.5,13.92,6.76,188.7,8.89,6.87,417.7,1
03/08/18,6:00:01,Chesapeake,116.5,13.92,6.73,187.4,8.43,6.86,417.5,1
03/08/18,7:00:01,Chesapeake,116.4,13.93,6.69,189.2,9.89,6.86,415.2,1
03/08/18,8:00:01,Chesapeake,116.4,13.92,6.69,188.6,9.67,6.86,413.1,1
03/08/18,9:00:01,Chesapeake,116.6,13.95,6.69,187.7,9.14,6.88,412.7,1
03/08/18,10:00:01,Chesapeake,116.6,13.94,6.72,187.6,8.94,6.9,412.9,1
03/08/18,11:00:01,Chesapeake,116.6,13.93,6.73,188.2,8.64,6.9,414.8,1
03/08/18,12:00:01,Chesapeake,116.6,13.93,6.77,188,9.23,6.89,415.2,1
03/08/18,13:00:01,Chesapeake,116.8,13.92,6.85,187,8.98,6.9,415.9,1
03/08/18,14:00:01,Chesapeake,116.8,13.92,6.86,186.8,8.66,6.89,418.1,1
03/08/18,15:00:01,Chesapeake,117,13.92,6.91,183.9,9.1,6.9,417.7,1
03/08/18,16:00:01,Chesapeake,116.9,13.92,6.86,184.9,8.85,6.9,415.4,1
03/08/18,17:00:01,Chesapeake,116.7,13.9,6.86,187.4,9.34,6.92,412.9,1
03/08/18,18:00:01,Chesapeake,116.7,13.91,6.82,187.9,9.86,6.91,411.6,1
03/08/18,19:00:01,Chesapeake,116.6,13.92,6.78,185.4,9.84,6.92,407.9,1
03/08/18,20:00:01,Chesapeake,116.6,13.94,6.74,187.7,9.58,6.92,407.7,1
03/08/18,21:00:01,Chesapeake,116.8,13.96,6.71,187.2,9.45,6.92,406.9,1
03/08/18,22:00:01,Chesapeake,116.9,14,6.67,187.3,8.94,6.92,406.2,1
03/08/18,23:00:01,Chesapeake,117,14.02,6.62,186.6,9.26,6.91,407.5,1
03/09/18,0:00:01,Chesapeake,117.1,14.04,6.58,186.3,9.22,6.91,409.1,1
03/09/18,1:00:01,Chesapeake,117.5,14.11,6.52,181.2,8.21,6.9,411,1
03/09/18,2:00:01,Chesapeake,117,14.06,6.5,185.2,9.52,6.89,413.1,1
03/09/18,3:00:01,Chesapeake,117.1,14.08,6.48,184.8,8.72,6.88,413.9,1
03/09/18,4:00:01,Chesapeake,116.9,14.08,6.43,186,8.18,6.88,415.5,1
03/09/18,5:00:01,Chesapeake,116.6,14.05,6.39,188.4,8.36,6.88,415.4,1
03/09/18,6:00:01,Chesapeake,116.3,14.02,6.36,186.9,8.34,6.87,414.3,1
03/09/18,7:00:01,Chesapeake,115.8,13.99,6.3,187,9.05,6.86,415,1
03/09/18,8:00:01,Chesapeake,115.6,13.98,6.27,184.7,8.68,6.85,415.9,1
03/09/18,9:00:01,Chesapeake,115.6,13.99,6.22,186.3,8.42,6.85,416.5,1
03/09/18,10:00:01,Chesapeake,115.7,14.01,6.18,186.7,9.22,6.86,416.4,1
03/09/18,11:00:01,Chesapeake,116.1,14.06,6.18,186.7,9.05,6.86,416.7,1
03/09/18,12:00:01,Chesapeake,116.3,14.09,6.19,186.8,8.77,6.87,417.1,1
03/09/18,13:00:01,Chesapeake,116.6,14.12,6.2,187.1,8.76,6.86,416.7,1
03/09/18,14:00:01,Chesapeake,116.9,14.15,6.24,188.2,8.68,6.86,416.3,1
03/09/18,15:00:01,Chesapeake,117.2,14.15,6.34,188.7,8.85,6.87,415,1
03/09/18,16:00:01,Chesapeake,117.3,14.17,6.32,188,8.47,6.87,414.9,1
03/09/18,17:00:01,Chesapeake,117.2,14.16,6.31,188.8,8.57,6.87,414.8,1
03/09/18,18:00:01,Chesapeake,117.1,14.15,6.29,188.5,7.69,6.86,416.5,1
03/09/18,19:00:01,Chesapeake,116.9,14.13,6.28,189.5,8.36,6.85,418,1
03/09/18,20:00:01,Chesapeake,116.6,14.09,6.28,188.6,7.86,6.85,418.6,1
03/09/18,21:00:01,Chesapeake,116.4,14.07,6.27,190.1,7.9,6.85,418.6,1
03/09/18,22:00:01,Chesapeake,116.2,14.05,6.25,188.9,8.23,6.85,418.8,1
03/09/18,23:00:01,Chesapeake,116.2,14.05,6.24,188.7,7.66,6.85,418.8,1
03/10/18,0:00:01,Chesapeake,116,14.04,6.23,189.2,8.7,6.86,418.5,1
03/10/18,1:00:01,Chesapeake,116.1,14.05,6.24,190.2,7.55,6.86,418.2,1
03/10/18,2:00:01,Chesapeake,116.1,14.05,6.24,190.2,8.15,6.86,417.9,1
03/10/18,3:00:01,Chesapeake,116.3,14.06,6.25,189.6,7.68,6.87,417.5,1
03/10/18,4:00:01,Chesapeake,116.4,14.07,6.27,190.1,7.78,6.87,417.5,1
03/10/18,5:00:01,Chesapeake,116.4,14.07,6.28,190.9,7.97,6.87,417,1
03/10/18,6:00:01,Chesapeake,116.5,14.08,6.28,191,7.47,6.88,417.3,1
03/10/18,7:00:01,Chesapeake,116.3,14.06,6.26,191.8,7.41,6.86,419.4,1
03/10/18,8:00:01,Chesapeake,116.3,14.07,6.26,192.1,8.23,6.86,420.3,1
03/10/18,9:00:01,Chesapeake,116.4,14.09,6.23,191.6,7.96,6.87,420.2,1
03/10/18,10:00:01,Chesapeake,116.4,14.09,6.23,192.5,8.05,6.86,421,1
03/10/18,11:00:01,Chesapeake,116.4,14.1,6.21,193.3,8.04,6.85,422.8,1
03/10/18,12:00:01,Chesapeake,116.5,14.11,6.2,193.1,7.81,6.84,424.3,1
03/10/18,13:00:01,Chesapeake,116.6,14.13,6.17,193.4,8.19,6.84,425.1,1
03/10/18,14:00:01,Chesapeake,116.4,14.11,6.16,195,8.35,6.84,425.4,1
03/10/18,15:00:01,Chesapeake,116.4,14.11,6.18,195.3,7.51,6.83,426,1
03/10/18,16:00:01,Chesapeake,116.6,14.14,6.13,195.6,8.63,6.84,423.5,1
03/10/18,17:00:01,Chesapeake,116.6,14.15,6.12,196.9,7.78,6.83,423,1
03/10/18,18:00:01,Chesapeake,116.5,14.14,6.1,197.6,7.5,6.83,421.9,1
03/10/18,19:00:01,Chesapeake,116.5,14.16,6.07,196.2,7.69,6.83,418.9,1
03/10/18,20:00:01,Chesapeake,116.4,14.16,6.03,196.1,9.2,6.83,416.3,1
03/10/18,21:00:01,Chesapeake,116.2,14.15,5.99,194.3,7.99,6.81,416.2,1
03/10/18,22:00:01,Chesapeake,116.3,14.17,5.96,194.2,8.03,6.81,416.9,1
03/10/18,23:00:01,Chesapeake,116.2,14.16,5.95,195.4,8.14,6.8,417.8,1
03/11/18,0:00:01,Chesapeake,116.1,14.16,5.93,195.8,6.77,6.78,422.2,1
03/11/18,1:00:01,Chesapeake,116.5,14.2,5.93,195.1,7.55,6.78,423.8,1
03/11/18,2:00:01,Chesapeake,116.7,14.23,5.93,194.3,7.67,6.78,425.1,1
03/11/18,3:00:01,Chesapeake,116.7,14.23,5.94,194.3,8.14,6.77,426.5,1
03/11/18,4:00:01,Chesapeake,116.9,14.26,5.94,196.7,7.3,6.78,426.4,1
03/11/18,5:00:01,Chesapeake,117.3,14.3,5.95,196.8,7.14,6.79,425.3,1
03/11/18,6:00:01,Chesapeake,117.4,14.3,5.96,196.3,7.59,6.81,423.7,1
03/11/18,7:00:01,Chesapeake,117.8,14.34,5.98,195.4,7.55,6.83,422.2,1
03/11/18,8:00:01,Chesapeake,118.3,14.39,6.02,192.7,7.25,6.85,421,1
03/11/18,9:00:01,Chesapeake,118.6,14.41,6.06,191.7,7.5,6.9,419.4,1
03/11/18,10:00:01,Chesapeake,119.1,14.45,6.13,191.8,7.41,6.95,418.4,1
03/11/18,11:00:01,Chesapeake,119.1,14.4,6.26,191.9,7.38,6.97,417.6,1
03/11/18,12:00:01,Chesapeake,119.3,14.4,6.32,191.9,7.62,6.98,414.8,1
03/11/18,13:00:01,Chesapeake,119.5,14.36,6.51,191.8,7.21,6.99,412.9,1
03/11/18,14:00:01,Chesapeake,119.5,14.32,6.61,192,7.41,6.98,412.4,1
03/11/18,15:00:01,Chesapeake,119.7,14.29,6.77,192.9,7.03,6.97,411.6,1
03/11/18,16:00:01,Chesapeake,119.5,14.29,6.71,194.1,7.77,6.96,412.4,1
03/11/18,17:00:01,Chesapeake,119.1,14.27,6.64,194.8,7.8,6.95,411.4,1
03/11/18,18:00:01,Chesapeake,118.8,14.26,6.55,194.2,8.75,6.95,411.1,1
03/11/18,19:00:01,Chesapeake,118.5,14.23,6.53,194.6,7.75,6.92,413.7,1
03/11/18,20:00:01,Chesapeake,118.2,14.23,6.45,194.1,6.71,6.89,416.4,1
03/11/18,21:00:01,Chesapeake,118,14.22,6.4,194.1,7.5,6.87,419.2,1
03/11/18,22:00:01,Chesapeake,117.6,14.19,6.37,194.6,7.57,6.85,422.2,1
03/11/18,23:00:01,Chesapeake,117.3,14.16,6.34,195.5,8.14,6.83,424.5,1
03/12/18,0:00:01,Chesapeake,117.4,14.18,6.31,196,7.15,6.82,426.5,1
03/12/18,1:00:01,Chesapeake,117.2,14.17,6.28,195.4,8.01,6.81,427.6,1
03/12/18,2:00:01,Chesapeake,117,14.14,6.29,197.8,7.71,6.81,428.6,1
03/12/18,3:00:01,Chesapeake,116.9,14.15,6.24,198.6,7.11,6.8,429.2,1
03/12/18,4:00:01,Chesapeake,116.4,14.14,6.08,200.2,7.5,6.8,430.1,1
03/12/18,5:00:01,Chesapeake,116,14.15,5.92,199.2,6.99,6.79,429.8,1
03/12/18,6:00:01,Chesapeake,116,14.18,5.83,199.5,7.45,6.79,427,1
03/12/18,7:00:01,Chesapeake,116.2,14.22,5.79,198.2,7.24,6.78,425.2,1
03/12/18,8:00:01,Chesapeake,116.7,14.26,5.83,197.7,6.83,6.79,423.6,1
03/12/18,9:00:01,Chesapeake,117.2,14.3,5.89,198.3,7.19,6.8,422.7,1
03/12/18,10:00:01,Chesapeake,117.4,14.32,5.91,198.8,7.12,6.83,421.4,1
03/12/18,11:00:01,Chesapeake,117.6,14.35,5.9,198.5,6.93,6.85,419,1
03/12/18,12:00:01,Chesapeake,117.8,14.37,5.91,197.6,7.54,6.86,415.1,1
03/12/18,13:00:01,Chesapeake,117.7,14.36,5.92,197.4,7.3,6.87,412.6,1
03/12/18,14:00:01,Chesapeake,117.6,14.34,5.94,196.9,7.23,6.9,410.1,1
03/12/18,15:00:01,Chesapeake,117.5,14.31,5.97,198.3,7.19,6.9,409.8,1
03/12/18,16:00:01,Chesapeake,117.4,14.29,6.02,198.7,7.19,6.9,410.3,1
03/12/18,17:00:01,Chesapeake,117.2,14.27,5.99,200.8,7.67,6.89,411.5,1
03/12/18,18:00:01,Chesapeake,117,14.25,5.96,200.4,7.42,6.87,415.1,1
03/12/18,19:00:01,Chesapeake,116.7,14.23,5.94,201.1,7.83,6.85,417.4,1
03/12/18,20:00:01,Chesapeake,116.4,14.2,5.89,204.2,7.93,6.85,414.9,1
03/12/18,21:00:01,Chesapeake,116,14.18,5.84,206.3,8.99,6.85,413.1,1
03/12/18,22:00:01,Chesapeake,115.8,14.18,5.78,205.3,8.09,6.84,413.6,1
03/12/18,23:00:01,Chesapeake,115.7,14.18,5.73,204.3,7.94,6.82,414.5,1
03/13/18,0:00:01,Chesapeake,115.4,14.16,5.69,203.3,7.83,6.79,416.4,1
03/13/18,1:00:01,Chesapeake,115.3,14.15,5.66,203.6,7.5,6.79,416.9,1
03/13/18,2:00:01,Chesapeake,115.1,14.15,5.61,204.4,7.36,6.77,418.8,1
03/13/18,3:00:01,Chesapeake,115.3,14.17,5.6,203.2,7.71,6.76,420.3,1
03/13/18,4:00:01,Chesapeake,115.4,14.19,5.58,202.9,7.54,6.75,422.2,1
03/13/18,5:00:01,Chesapeake,115.4,14.21,5.55,201.3,7.73,6.75,423.7,1
03/13/18,6:00:01,Chesapeake,115.6,14.24,5.53,201,7.09,6.75,424.6,1
03/13/18,7:00:01,Chesapeake,115.9,14.26,5.56,201.4,7.63,6.75,425.5,1
03/13/18,8:00:01,Chesapeake,116.2,14.31,5.54,202.4,7.12,6.76,423.8,1
03/13/18,9:00:01,Chesapeake,116.9,14.37,5.61,202,7.1,6.79,422.4,1
03/13/18,10:00:01,Chesapeake,117.5,14.41,5.71,200.3,6.73,6.85,420.6,1
03/13/18,11:00:01,Chesapeake,118.3,14.48,5.79,199.1,6.91,6.89,417.8,1
03/13/18,12:00:01,Chesapeake,118.4,14.47,5.85,199.4,6.86,6.89,415.4,1
03/13/18,13:00:01,Chesapeake,118.6,14.46,5.93,199.8,7.07,6.91,412.9,1
03/13/18,14:00:01,Chesapeake,118.6,14.44,6,198.8,6.87,6.93,411.5,1
03/13/18,15:00:01,Chesapeake,118.7,14.4,6.12,197.4,6.72,6.96,408.9,1
03/13/18,16:00:01,Chesapeake,118.4,14.36,6.14,198.2,6.7,6.96,408.4,1
03/13/18,17:00:01,Chesapeake,117.7,14.28,6.15,197.3,7.31,6.96,408.1,1
03/13/18,18:00:01,Chesapeake,117.2,14.22,6.12,198.4,7.07,6.94,409.3,1
03/13/18,19:00:01,Chesapeake,116.5,14.16,6.07,200.6,7.47,6.93,411.1,1
03/13/18,20:00:01,Chesapeake,116,14.12,6.02,202.3,7.79,6.91,411.5,1
03/13/18,21:00:01,Chesapeake,115.4,14.05,5.97,201.4,7.26,6.89,412.6,1
03/13/18,22:00:01,Chesapeake,114.8,14,5.94,202.5,7.49,6.87,414.2,1
03/13/18,23:00:01,Chesapeake,114.3,13.95,5.9,202.9,7.63,6.85,415.6,1
03/14/18,0:00:01,Chesapeake,114.1,13.95,5.82,202.9,7.62,6.84,416.1,1
03/14/18,1:00:01,Chesapeake,113.7,13.92,5.77,202.6,7.77,6.82,418.2,1
03/14/18,2:00:01,Chesapeake,113.6,13.93,5.71,205.2,7.17,6.8,420.1,1
03/14/18,3:00:01,Chesapeake,113.4,13.94,5.64,206.7,7.55,6.78,422,1
03/14/18,4:00:01,Chesapeake,113.6,13.98,5.57,206.7,7.25,6.79,419.7,1
03/14/18,5:00:01,Chesapeake,113.7,14.03,5.48,209.7,7.19,6.78,419.2,1
03/14/18,6:00:01,Chesapeake,114.1,14.1,5.41,206.2,7.23,6.78,417.2,1
03/14/18,7:00:01,Chesapeake,114.4,14.14,5.38,207.4,7.11,6.78,416,1
03/14/18,8:00:01,Chesapeake,114.9,14.22,5.35,208.1,7.2,6.79,414.4,1
03/14/18,9:00:01,Chesapeake,115.5,14.3,5.35,207.7,7.01,6.81,412.8,1
03/14/18,10:00:01,Chesapeake,116,14.35,5.36,208.4,6.65,6.83,410.6,1
03/14/18,11:00:01,Chesapeake,116.2,14.37,5.38,208.2,6.94,6.86,408.7,1
03/14/18,12:00:01,Chesapeake,116.3,14.37,5.41,207.4,7.75,6.89,406.8,1
03/14/18,13:00:01,Chesapeake,116.3,14.36,5.46,207.4,7.13,6.9,406.5,1
03/14/18,14:00:01,Chesapeake,116.4,14.34,5.54,206.8,6.77,6.91,406.9,1
03/14/18,15:00:01,Chesapeake,116.1,14.3,5.54,207.3,7.06,6.91,406,1
03/14/18,16:00:01,Chesapeake,115.8,14.27,5.51,205.1,7.02,6.89,406.9,1
03/14/18,17:00:01,Chesapeake,115.7,14.25,5.51,208.8,7.19,6.88,407.4,1
03/14/18,18:00:01,Chesapeake,115.3,14.22,5.47,209.4,7.09,6.86,408.7,1
03/14/18,19:00:01,Chesapeake,115.1,14.21,5.46,208.8,7.14,6.84,409.8,1
